year,jurisdiction,code,occupation,group,experience,deployment,displacement,reinstatement,netChange,employmentIndex,yoyChange,hiringChange
2028,Germany,DE,Administrative & clerical,Business services,Senior,0.46101,0.02311,0.00836,-0.01475,98.5253,-0.00419,-0.03766
2029,Germany,DE,Administrative & clerical,Business services,Senior,0.61255,0.03071,0.0134,-0.0173,98.26965,-0.00259,-0.02324
2030,Germany,DE,Administrative & clerical,Business services,Senior,0.72923,0.03656,0.01897,-0.01759,98.24112,-0.00029,-0.00259
2026,Japan,JP,Administrative & clerical,Business services,Senior,0.16856,0.00784,0.00203,-0.00581,99.41928,-0.00261,-0.02367
2027,Japan,JP,Administrative & clerical,Business services,Senior,0.28811,0.0134,0.00387,-0.00953,99.04719,-0.00374,-0.03383
2028,Japan,JP,Administrative & clerical,Business services,Senior,0.44,0.02046,0.00692,-0.01355,98.64547,-0.00406,-0.03652
2029,Japan,JP,Administrative & clerical,Business services,Senior,0.59189,0.02753,0.01122,-0.01631,98.36875,-0.00281,-0.02516
2030,Japan,JP,Administrative & clerical,Business services,Senior,0.71144,0.03309,0.01608,-0.01701,98.29877,-0.00071,-0.00636
2026,India,IN,Administrative & clerical,Business services,Senior,0.12095,0.00906,0.00179,-0.00727,99.27283,-0.00363,-0.03287
2027,India,IN,Administrative & clerical,Business services,Senior,0.22322,0.01673,0.00373,-0.013,98.69985,-0.00577,-0.05209
2028,India,IN,Administrative & clerical,Business services,Senior,0.36,0.02698,0.00724,-0.01974,98.02579,-0.00683,-0.06128
2029,India,IN,Administrative & clerical,Business services,Senior,0.49678,0.03723,0.01255,-0.02468,97.53169,-0.00504,-0.04492
2030,India,IN,Administrative & clerical,Business services,Senior,0.59905,0.04489,0.01872,-0.02618,97.3823,-0.00153,-0.01358
2026,France,FR,Administrative & clerical,Business services,Senior,0.16451,0.00851,0.00217,-0.00634,99.36591,-0.00281,-0.02541
2027,France,FR,Administrative & clerical,Business services,Senior,0.2785,0.0144,0.00406,-0.01035,98.96544,-0.00403,-0.03641
2028,France,FR,Administrative & clerical,Business services,Senior,0.42461,0.02196,0.00716,-0.0148,98.52002,-0.0045,-0.04049
2029,France,FR,Administrative & clerical,Business services,Senior,0.57419,0.0297,0.01154,-0.01816,98.18447,-0.00341,-0.0305
2030,France,FR,Administrative & clerical,Business services,Senior,0.69594,0.036,0.01658,-0.01942,98.05847,-0.00128,-0.01145
2026,Brazil,BR,Administrative & clerical,Business services,Senior,0.09137,0.00607,0.00122,-0.00485,99.51518,-0.00226,-0.02051
2027,Brazil,BR,Administrative & clerical,Business services,Senior,0.16352,0.01086,0.00235,-0.00852,99.14849,-0.00368,-0.03334
2028,Brazil,BR,Administrative & clerical,Business services,Senior,0.26903,0.01787,0.00433,-0.01354,98.64598,-0.00507,-0.04568
2029,Brazil,BR,Administrative & clerical,Business services,Senior,0.39586,0.0263,0.00746,-0.01883,98.11653,-0.00537,-0.04813
2030,Brazil,BR,Administrative & clerical,Business services,Senior,0.51686,0.03434,0.01164,-0.02269,97.73056,-0.00393,-0.03509
2026,Nigeria,NG,Administrative & clerical,Business services,Senior,0.0536,0.00439,0.00071,-0.00369,99.63135,-0.00167,-0.01516
2027,Nigeria,NG,Administrative & clerical,Business services,Senior,0.09502,0.00779,0.00131,-0.00648,99.35229,-0.0028,-0.02537
2028,Nigeria,NG,Administrative & clerical,Business services,Senior,0.1593,0.01306,0.00237,-0.01069,98.9314,-0.00424,-0.03826
2029,Nigeria,NG,Administrative & clerical,Business services,Senior,0.24627,0.02019,0.00411,-0.01608,98.39156,-0.00546,-0.04908
2030,Nigeria,NG,Administrative & clerical,Business services,Senior,0.34443,0.02824,0.00663,-0.02161,97.8392,-0.00561,-0.05021
2026,United States,US,Administrative & clerical,Business services,Lead / Executive,0.31272,0.01084,0.00421,-0.00663,99.33746,-0.00284,-0.04038
2027,United States,US,Administrative & clerical,Business services,Lead / Executive,0.50443,0.01748,0.00845,-0.00903,99.0969,-0.00242,-0.03437
2028,United States,US,Administrative & clerical,Business services,Lead / Executive,0.68352,0.02368,0.01482,-0.00886,99.11391,0.00017,0.00243
2029,United States,US,Administrative & clerical,Business services,Lead / Executive,0.80581,0.02792,0.02188,-0.00604,99.39611,0.00285,0.04031
2030,United States,US,Administrative & clerical,Business services,Lead / Executive,0.87252,0.03023,0.02747,-0.00276,99.72416,0.0033,0.04687
2026,Singapore,SG,Administrative & clerical,Business services,Lead / Executive,0.2925,0.01049,0.00343,-0.00706,99.29373,-0.00334,-0.04755
2027,Singapore,SG,Administrative & clerical,Business services,Lead / Executive,0.49636,0.01781,0.00733,-0.01048,98.95243,-0.00344,-0.04876
2028,Singapore,SG,Administrative & clerical,Business services,Lead / Executive,0.69263,0.02485,0.01363,-0.01121,98.87857,-0.00075,-0.01055
2029,Singapore,SG,Administrative & clerical,Business services,Lead / Executive,0.82532,0.02961,0.02096,-0.00865,99.13522,0.0026,0.03666
2030,Singapore,SG,Administrative & clerical,Business services,Lead / Executive,0.89503,0.03211,0.02682,-0.00529,99.47113,0.00339,0.04799
2026,United Kingdom,UK,Administrative & clerical,Business services,Lead / Executive,0.22387,0.00706,0.00258,-0.00448,99.55247,-0.00203,-0.02896
2027,United Kingdom,UK,Administrative & clerical,Business services,Lead / Executive,0.38281,0.01207,0.00518,-0.00689,99.31114,-0.00242,-0.03448
2028,United Kingdom,UK,Administrative & clerical,Business services,Lead / Executive,0.56215,0.01773,0.00946,-0.00827,99.1729,-0.00139,-0.01975
2029,United Kingdom,UK,Administrative & clerical,Business services,Lead / Executive,0.71203,0.02246,0.01502,-0.00743,99.25659,0.00084,0.01196
2030,United Kingdom,UK,Administrative & clerical,Business services,Lead / Executive,0.80894,0.02551,0.02042,-0.00509,99.49068,0.00236,0.03344
2026,Canada,CA,Administrative & clerical,Business services,Lead / Executive,0.20074,0.00677,0.00229,-0.00448,99.55225,-0.00205,-0.02925
2027,Canada,CA,Administrative & clerical,Business services,Lead / Executive,0.34658,0.01169,0.00456,-0.00713,99.28713,-0.00266,-0.03787
2028,Canada,CA,Administrative & clerical,Business services,Lead / Executive,0.51964,0.01752,0.00834,-0.00918,99.0817,-0.00207,-0.02935
2029,Canada,CA,Administrative & clerical,Business services,Lead / Executive,0.67388,0.02272,0.01345,-0.00927,99.07333,-0.00008,-0.0012
2030,Canada,CA,Administrative & clerical,Business services,Lead / Executive,0.78002,0.0263,0.01872,-0.00758,99.24219,0.0017,0.02412
2026,United Arab Emirates,AE,Administrative & clerical,Business services,Lead / Executive,0.17156,0.00552,0.00187,-0.00364,99.63563,-0.00181,-0.0258
2027,United Arab Emirates,AE,Administrative & clerical,Business services,Lead / Executive,0.31516,0.01014,0.00402,-0.00611,99.38876,-0.00248,-0.03527
2028,United Arab Emirates,AE,Administrative & clerical,Business services,Lead / Executive,0.49072,0.01578,0.00789,-0.00789,99.21119,-0.00179,-0.02537
2029,United Arab Emirates,AE,Administrative & clerical,Business services,Lead / Executive,0.64406,0.02071,0.0134,-0.00731,99.2692,0.00058,0.00829
2030,United Arab Emirates,AE,Administrative & clerical,Business services,Lead / Executive,0.74334,0.02391,0.01911,-0.0048,99.52018,0.00253,0.03585
2026,Australia,AU,Administrative & clerical,Business services,Lead / Executive,0.18674,0.00577,0.00204,-0.00373,99.62721,-0.00172,-0.02457
2027,Australia,AU,Administrative & clerical,Business services,Lead / Executive,0.32645,0.01009,0.00409,-0.006,99.40009,-0.00228,-0.03245
2028,Australia,AU,Administrative & clerical,Business services,Lead / Executive,0.49683,0.01536,0.00756,-0.00779,99.2206,-0.00181,-0.02564
2029,Australia,AU,Administrative & clerical,Business services,Lead / Executive,0.65308,0.02018,0.01238,-0.00781,99.2191,-0.00002,-0.00021
2030,Australia,AU,Administrative & clerical,Business services,Lead / Executive,0.7631,0.02358,0.01748,-0.00611,99.38916,0.00171,0.0243
2026,Germany,DE,Administrative & clerical,Business services,Lead / Executive,0.18062,0.00447,0.00191,-0.00256,99.74427,-0.0011,-0.0157
2027,Germany,DE,Administrative & clerical,Business services,Lead / Executive,0.30566,0.00756,0.00362,-0.00394,99.60604,-0.00139,-0.01975
2028,Germany,DE,Administrative & clerical,Business services,Lead / Executive,0.46101,0.01141,0.00642,-0.00498,99.50154,-0.00105,-0.01493
2029,Germany,DE,Administrative & clerical,Business services,Lead / Executive,0.61255,0.01515,0.01029,-0.00486,99.51356,0.00012,0.00172
2030,Germany,DE,Administrative & clerical,Business services,Lead / Executive,0.72923,0.01804,0.01456,-0.00348,99.65203,0.00139,0.01978
2026,Japan,JP,Administrative & clerical,Business services,Lead / Executive,0.16856,0.00387,0.00156,-0.00231,99.76913,-0.00101,-0.01443
2027,Japan,JP,Administrative & clerical,Business services,Lead / Executive,0.28811,0.00661,0.00297,-0.00364,99.63592,-0.00134,-0.01903
2028,Japan,JP,Administrative & clerical,Business services,Lead / Executive,0.44,0.0101,0.00531,-0.00479,99.52122,-0.00115,-0.01639
2029,Japan,JP,Administrative & clerical,Business services,Lead / Executive,0.59189,0.01359,0.00861,-0.00498,99.50247,-0.00019,-0.00268
2030,Japan,JP,Administrative & clerical,Business services,Lead / Executive,0.71144,0.01633,0.01234,-0.00399,99.60119,0.00099,0.0141
2026,India,IN,Administrative & clerical,Business services,Lead / Executive,0.12095,0.00447,0.00138,-0.0031,99.69027,-0.00152,-0.02173
2027,India,IN,Administrative & clerical,Business services,Lead / Executive,0.22322,0.00826,0.00286,-0.00539,99.46054,-0.0023,-0.03282
2028,India,IN,Administrative & clerical,Business services,Lead / Executive,0.36,0.01331,0.00556,-0.00776,99.22411,-0.00238,-0.03377
2029,India,IN,Administrative & clerical,Business services,Lead / Executive,0.49678,0.01837,0.00963,-0.00874,99.12584,-0.00099,-0.01404
2030,India,IN,Administrative & clerical,Business services,Lead / Executive,0.59905,0.02215,0.01437,-0.00779,99.22128,0.00096,0.01363
2026,France,FR,Administrative & clerical,Business services,Lead / Executive,0.16451,0.0042,0.00166,-0.00253,99.74651,-0.00109,-0.0156
2027,France,FR,Administrative & clerical,Business services,Lead / Executive,0.2785,0.00711,0.00312,-0.00399,99.60073,-0.00146,-0.02083
2028,France,FR,Administrative & clerical,Business services,Lead / Executive,0.42461,0.01084,0.0055,-0.00534,99.46597,-0.00135,-0.01925
2029,France,FR,Administrative & clerical,Business services,Lead / Executive,0.57419,0.01466,0.00886,-0.00579,99.4205,-0.00046,-0.0065
2030,France,FR,Administrative & clerical,Business services,Lead / Executive,0.69594,0.01776,0.01273,-0.00504,99.49642,0.00076,0.01085
2026,Brazil,BR,Administrative & clerical,Business services,Lead / Executive,0.09137,0.003,0.00094,-0.00206,99.79424,-0.00095,-0.01355
2027,Brazil,BR,Administrative & clerical,Business services,Lead / Executive,0.16352,0.00536,0.0018,-0.00356,99.64416,-0.0015,-0.02144
2028,Brazil,BR,Administrative & clerical,Business services,Lead / Executive,0.26903,0.00882,0.00333,-0.00549,99.45058,-0.00194,-0.02766
2029,Brazil,BR,Administrative & clerical,Business services,Lead / Executive,0.39586,0.01298,0.00573,-0.00725,99.27516,-0.00176,-0.02506
2030,Brazil,BR,Administrative & clerical,Business services,Lead / Executive,0.51686,0.01695,0.00894,-0.00801,99.19927,-0.00076,-0.01084
2026,Nigeria,NG,Administrative & clerical,Business services,Lead / Executive,0.0536,0.00217,0.00054,-0.00163,99.83747,-0.00073,-0.01046
2027,Nigeria,NG,Administrative & clerical,Business services,Lead / Executive,0.09502,0.00384,0.00101,-0.00284,99.71635,-0.00121,-0.0173
2028,Nigeria,NG,Administrative & clerical,Business services,Lead / Executive,0.1593,0.00645,0.00182,-0.00462,99.53772,-0.00179,-0.02552
2029,Nigeria,NG,Administrative & clerical,Business services,Lead / Executive,0.24627,0.00996,0.00315,-0.00681,99.31877,-0.0022,-0.03128
2030,Nigeria,NG,Administrative & clerical,Business services,Lead / Executive,0.34443,0.01394,0.00509,-0.00885,99.11537,-0.00205,-0.02906
2026,United States,US,Customer support & call centre,Business services,Entry,0.31272,0.2216,0.00457,-0.21703,78.29714,-0.11509,-0.29095
2027,United States,US,Customer support & call centre,Business services,Entry,0.50443,0.35745,0.00917,-0.34827,65.17253,-0.16763,-0.37499
2028,United States,US,Customer support & call centre,Business services,Entry,0.68352,0.48436,0.01609,-0.46826,53.1739,-0.18411,-0.34282
2029,United States,US,Customer support & call centre,Business services,Entry,0.80581,0.57101,0.02376,-0.54725,45.2753,-0.14854,-0.22567
2030,United States,US,Customer support & call centre,Business services,Entry,0.87252,0.61828,0.02983,-0.58845,41.15486,-0.09101,-0.11773
2026,Singapore,SG,Customer support & call centre,Business services,Entry,0.2925,0.21459,0.00372,-0.21087,78.91349,-0.11815,-0.30208
2027,Singapore,SG,Customer support & call centre,Business services,Entry,0.49636,0.36415,0.00796,-0.3562,64.38047,-0.18416,-0.41523
2028,Singapore,SG,Customer support & call centre,Business services,Entry,0.69263,0.50815,0.0148,-0.49335,50.66522,-0.21303,-0.39186
2029,Singapore,SG,Customer support & call centre,Business services,Entry,0.82532,0.60549,0.02276,-0.58274,41.72634,-0.17643,-0.2554
2030,Singapore,SG,Customer support & call centre,Business services,Entry,0.89503,0.65664,0.02912,-0.62752,37.24842,-0.10732,-0.12794
2026,United Kingdom,UK,Customer support & call centre,Business services,Entry,0.22387,0.14439,0.00281,-0.14158,85.84178,-0.07327,-0.1939
2027,United Kingdom,UK,Customer support & call centre,Business services,Entry,0.38281,0.2469,0.00563,-0.24127,75.87262,-0.11613,-0.28483
2028,United Kingdom,UK,Customer support & call centre,Business services,Entry,0.56215,0.36257,0.01027,-0.3523,64.77007,-0.14633,-0.31722
2029,United Kingdom,UK,Customer support & call centre,Business services,Entry,0.71203,0.45923,0.01631,-0.44293,55.70749,-0.13992,-0.25893
2030,United Kingdom,UK,Customer support & call centre,Business services,Entry,0.80894,0.52174,0.02217,-0.49957,50.04315,-0.10168,-0.16184
2026,Canada,CA,Customer support & call centre,Business services,Entry,0.20074,0.13842,0.00249,-0.13593,86.40715,-0.06992,-0.18558
2027,Canada,CA,Customer support & call centre,Business services,Entry,0.34658,0.23897,0.00495,-0.23403,76.5973,-0.11353,-0.28028
2028,Canada,CA,Customer support & call centre,Business services,Entry,0.51964,0.3583,0.00905,-0.34925,65.07526,-0.15042,-0.3292
2029,Canada,CA,Customer support & call centre,Business services,Entry,0.67388,0.46466,0.01461,-0.45005,54.99525,-0.1549,-0.288
2030,Canada,CA,Customer support & call centre,Business services,Entry,0.78002,0.53784,0.02033,-0.51751,48.2487,-0.12268,-0.19276
2026,United Arab Emirates,AE,Customer support & call centre,Business services,Entry,0.17156,0.11284,0.00203,-0.1108,88.91989,-0.06033,-0.16312
2027,United Arab Emirates,AE,Customer support & call centre,Business services,Entry,0.31516,0.20728,0.00437,-0.20291,79.7087,-0.10359,-0.26318
2028,United Arab Emirates,AE,Customer support & call centre,Business services,Entry,0.49072,0.32274,0.00857,-0.31417,68.58257,-0.13958,-0.31789
2029,United Arab Emirates,AE,Customer support & call centre,Business services,Entry,0.64406,0.4236,0.01455,-0.40904,59.09574,-0.13833,-0.27105
2030,United Arab Emirates,AE,Customer support & call centre,Business services,Entry,0.74334,0.48889,0.02075,-0.46815,53.18522,-0.10002,-0.16887
2026,Australia,AU,Customer support & call centre,Business services,Entry,0.18674,0.11803,0.00222,-0.11581,88.41858,-0.05939,-0.15952
2027,Australia,AU,Customer support & call centre,Business services,Entry,0.32645,0.20634,0.00444,-0.20189,79.81054,-0.09736,-0.24594
2028,Australia,AU,Customer support & call centre,Business services,Entry,0.49683,0.31403,0.00821,-0.30582,69.41806,-0.13021,-0.29693
2029,Australia,AU,Customer support & call centre,Business services,Entry,0.65308,0.41279,0.01344,-0.39936,60.06441,-0.13474,-0.26725
2030,Australia,AU,Customer support & call centre,Business services,Entry,0.7631,0.48233,0.01898,-0.46336,53.66444,-0.10655,-0.18286
2026,Germany,DE,Customer support & call centre,Business services,Entry,0.18062,0.09139,0.00208,-0.08931,91.06891,-0.04279,-0.11631
2027,Germany,DE,Customer support & call centre,Business services,Entry,0.30566,0.15465,0.00393,-0.15072,84.92808,-0.06743,-0.17545
2028,Germany,DE,Customer support & call centre,Business services,Entry,0.46101,0.23325,0.00697,-0.22628,77.37179,-0.08897,-0.21589
2029,Germany,DE,Customer support & call centre,Business services,Entry,0.61255,0.30993,0.01117,-0.29875,70.12467,-0.09367,-0.20706
2030,Germany,DE,Customer support & call centre,Business services,Entry,0.72923,0.36896,0.01581,-0.35315,64.68509,-0.07757,-0.15542
2026,Japan,JP,Customer support & call centre,Business services,Entry,0.16856,0.07912,0.00169,-0.07743,92.25714,-0.03713,-0.10164
2027,Japan,JP,Customer support & call centre,Business services,Entry,0.28811,0.13524,0.00323,-0.13201,86.79889,-0.05916,-0.15595
2028,Japan,JP,Customer support & call centre,Business services,Entry,0.44,0.20654,0.00577,-0.20077,79.92292,-0.07922,-0.19646
2029,Japan,JP,Customer support & call centre,Business services,Entry,0.59189,0.27784,0.00935,-0.26849,73.15113,-0.08473,-0.19348
2030,Japan,JP,Customer support & call centre,Business services,Entry,0.71144,0.33395,0.0134,-0.32055,67.94471,-0.07117,-0.14875
2026,India,IN,Customer support & call centre,Business services,Entry,0.12095,0.09148,0.00149,-0.08998,91.00156,-0.0475,-0.12967
2027,India,IN,Customer support & call centre,Business services,Entry,0.22322,0.16883,0.00311,-0.16573,83.42748,-0.08323,-0.2164
2028,India,IN,Customer support & call centre,Business services,Entry,0.36,0.27229,0.00603,-0.26625,73.37456,-0.1205,-0.28723
2029,India,IN,Customer support & call centre,Business services,Entry,0.49678,0.37574,0.01046,-0.36528,63.47163,-0.13496,-0.28294
2030,India,IN,Customer support & call centre,Business services,Entry,0.59905,0.45309,0.0156,-0.43749,56.25063,-0.11377,-0.20631
2026,France,FR,Customer support & call centre,Business services,Entry,0.16451,0.08588,0.00181,-0.08407,91.59298,-0.03976,-0.10836
2027,France,FR,Customer support & call centre,Business services,Entry,0.2785,0.14538,0.00338,-0.142,85.80001,-0.06325,-0.16551
